b'id',b'lat',b'lon',b'user',b'uid',b'version',b'changeset',b'timestamp' 
b'3765266290',b'33.6905721',b'-117.7594076',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:48Z'
b'3765266300',b'33.6907596',b'-117.7591415',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:48Z'
b'3765266310',b'33.6908847',b'-117.7592998',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:48Z'
b'3765266320',b'33.6909510',b'-117.7588573',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266330',b'33.6910035',b'-117.7588053',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266340',b'33.6910507',b'-117.7598306',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266350',b'33.6911117',b'-117.7583238',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266460',b'33.6911457',b'-117.7590307',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266470',b'33.6911744',b'-117.7590023',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266480',b'33.6912182',b'-117.7600357',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:49Z'
b'3765266490',b'33.6912735',b'-117.7589029',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266500',b'33.6913096',b'-117.7594989',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266510',b'33.6913685',b'-117.7582907',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266520',b'33.6914315',b'-117.7606155',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266530',b'33.6914713',b'-117.7585336',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266540',b'33.6915080',b'-117.7580487',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266550',b'33.6915369',b'-117.7585210',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:50Z'
b'3765266563',b'33.6915625',b'-117.7574704',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:51Z'
b'3765266574',b'33.6916058',b'-117.7575327',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:51Z'
b'3765266584',b'33.6916408',b'-117.7578646',b'SJFriedl',b'2709708',b'2',b'34346625',b'2015-09-30T13:03:59Z'
b'3765266594',b'33.6916853',b'-117.7588740',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:51Z'
b'3765266604',b'33.6916991',b'-117.7595503',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:51Z'
b'3765266614',b'33.6917288',b'-117.7605173',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:51Z'
b'3765266624',b'33.6917843',b'-117.7587746',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:51Z'
b'3765266634',b'33.6918278',b'-117.7588379',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:52Z'
b'3765266644',b'33.6918633',b'-117.7594733',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:52Z'
b'3765266654',b'33.6919050',b'-117.7579183',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:52Z'
b'3765266764',b'33.6919398',b'-117.7594262',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:52Z'
b'3765266774',b'33.6919856',b'-117.7574027',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:52Z'
b'3765266784',b'33.6920192',b'-117.7579916',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266794',b'33.6920873',b'-117.7588616',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266804',b'33.6921213',b'-117.7595029',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266814',b'33.6921416',b'-117.7577679',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266824',b'33.6922090',b'-117.7586339',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266834',b'33.6922452',b'-117.7590917',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266844',b'33.6922631',b'-117.7594630',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:53Z'
b'3765266854',b'33.6922886',b'-117.7603465',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:54Z'
b'3765266864',b'33.6923344',b'-117.7597492',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:54Z'
b'3765266874',b'33.6923745',b'-117.7571473',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:54Z'
b'3765266884',b'33.6924077',b'-117.7576128',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:54Z'
b'3765266894',b'33.6924313',b'-117.7589324',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:54Z'
b'3765266904',b'33.6924581',b'-117.7581718',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:54Z'
b'3765266914',b'33.6925104',b'-117.7596671',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765266924',b'33.6925498',b'-117.7573768',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765266934',b'33.6925864',b'-117.7581619',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765266944',b'33.6926464',b'-117.7583564',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765266954',b'33.6926861',b'-117.7598006',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765267064',b'33.6927300',b'-117.7603882',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765267074',b'33.6927795',b'-117.7590520',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:55Z'
b'3765267084',b'33.6928333',b'-117.7596998',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267094',b'33.6928749',b'-117.7590655',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267104',b'33.6929333',b'-117.7592629',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267114',b'33.6929863',b'-117.7579592',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267124',b'33.6930437',b'-117.7600885',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267134',b'33.6931315',b'-117.7586068',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267144',b'33.6932496',b'-117.7583366',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:56Z'
b'3765267154',b'33.6934385',b'-117.7596835',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:57Z'
b'3765267164',b'33.6935068',b'-117.7591375',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:57Z'
b'3765267174',b'33.6936372',b'-117.7594796',b'SJFriedl',b'2709708',b'1',b'34346361',b'2015-09-30T12:49:57Z'
b'3765278895',b'33.6913510',b'-117.7580644',b'SJFriedl',b'2709708',b'1',b'34346625',b'2015-09-30T13:03:54Z'
b'3765278905',b'33.6915389',b'-117.7577829',b'SJFriedl',b'2709708',b'1',b'34346625',b'2015-09-30T13:03:54Z'
b'3765278915',b'33.6918458',b'-117.7583202',b'SJFriedl',b'2709708',b'1',b'34346625',b'2015-09-30T13:03:54Z'
b'3765587594',b'33.7074416',b'-117.7630130',b'SJFriedl',b'2709708',b'1',b'34350768',b'2015-09-30T16:22:32Z'
b'3765587613',b'33.7087967',b'-117.7649300',b'SJFriedl',b'2709708',b'1',b'34350768',b'2015-09-30T16:22:33Z'
b'3765587644',b'33.7102647',b'-117.7652544',b'SJFriedl',b'2709708',b'1',b'34350768',b'2015-09-30T16:22:33Z'
b'3765589060',b'33.7109989',b'-117.7634371',b'SJFriedl',b'2709708',b'1',b'34350768',b'2015-09-30T16:22:33Z'
b'3765592355',b'33.7078623',b'-117.7625977',b'SJFriedl',b'2709708',b'1',b'34350824',b'2015-09-30T16:26:06Z'
b'3765593465',b'33.7082961',b'-117.7631337',b'SJFriedl',b'2709708',b'1',b'34350824',b'2015-09-30T16:26:06Z'
b'3765593475',b'33.7097959',b'-117.7653735',b'SJFriedl',b'2709708',b'1',b'34350824',b'2015-09-30T16:26:07Z'
b'3765593485',b'33.7103182',b'-117.7663049',b'SJFriedl',b'2709708',b'1',b'34350824',b'2015-09-30T16:26:07Z'
b'3765615065',b'33.7094588',b'-117.7627527',b'SJFriedl',b'2709708',b'1',b'34351020',b'2015-09-30T16:38:30Z'
b'3765615075',b'33.7106960',b'-117.7645030',b'SJFriedl',b'2709708',b'1',b'34351020',b'2015-09-30T16:38:31Z'
b'3765657129',b'33.7086635',b'-117.7643013',b'SJFriedl',b'2709708',b'1',b'34351297',b'2015-09-30T16:55:19Z'
b'3765658414',b'33.7075328',b'-117.7638010',b'SJFriedl',b'2709708',b'1',b'34351261',b'2015-09-30T16:53:08Z'
b'3765658424',b'33.7071795',b'-117.7633083',b'SJFriedl',b'2709708',b'1',b'34351261',b'2015-09-30T16:53:09Z'
b'3765658434',b'33.7093001',b'-117.7663846',b'SJFriedl',b'2709708',b'1',b'34351261',b'2015-09-30T16:53:10Z'
b'3765658444',b'33.7100251',b'-117.7668629',b'SJFriedl',b'2709708',b'1',b'34351261',b'2015-09-30T16:53:11Z'
b'3765658694',b'33.7073991',b'-117.7627386',b'SJFriedl',b'2709708',b'1',b'34351268',b'2015-09-30T16:53:36Z'
b'3765658995',b'33.7085577',b'-117.7625438',b'SJFriedl',b'2709708',b'1',b'34351362',b'2015-09-30T16:58:09Z'
b'3765659005',b'33.7079654',b'-117.7632691',b'SJFriedl',b'2709708',b'1',b'34351362',b'2015-09-30T16:58:10Z'
b'3765663736',b'33.7092169',b'-117.7648132',b'SJFriedl',b'2709708',b'1',b'34351304',b'2015-09-30T16:55:44Z'
b'3765668530',b'33.7095131',b'-117.7645630',b'SJFriedl',b'2709708',b'1',b'34351329',b'2015-09-30T16:56:28Z'
b'3765668540',b'33.7098903',b'-117.7650622',b'SJFriedl',b'2709708',b'1',b'34351329',b'2015-09-30T16:56:30Z'
b'3765669628',b'33.7089392',b'-117.7639907',b'SJFriedl',b'2709708',b'1',b'34351338',b'2015-09-30T16:56:54Z'
b'3765673858',b'33.7106808',b'-117.7626065',b'SJFriedl',b'2709708',b'1',b'34351341',b'2015-09-30T16:57:13Z'
b'3765673868',b'33.7098692',b'-117.7621881',b'SJFriedl',b'2709708',b'1',b'34351341',b'2015-09-30T16:57:14Z'
b'3765673878',b'33.7098895',b'-117.7614676',b'SJFriedl',b'2709708',b'1',b'34351341',b'2015-09-30T16:57:18Z'
b'3765673888',b'33.7094411',b'-117.7608430',b'SJFriedl',b'2709708',b'1',b'34351341',b'2015-09-30T16:57:19Z'
b'3765675296',b'33.7081595',b'-117.7625733',b'SJFriedl',b'2709708',b'1',b'34351353',b'2015-09-30T16:57:48Z'
b'3765675306',b'33.7080411',b'-117.7620927',b'SJFriedl',b'2709708',b'1',b'34351353',b'2015-09-30T16:57:49Z'
b'3765677883',b'33.7095451',b'-117.7623585',b'SJFriedl',b'2709708',b'1',b'34351369',b'2015-09-30T16:58:34Z'
b'3765677893',b'33.7097099',b'-117.7634510',b'SJFriedl',b'2709708',b'1',b'34351369',b'2015-09-30T16:58:35Z'
b'3765677903',b'33.7101338',b'-117.7640952',b'SJFriedl',b'2709708',b'1',b'34351369',b'2015-09-30T16:58:36Z'
b'3765683164',b'33.7101968',b'-117.7647852',b'SJFriedl',b'2709708',b'1',b'34351388',b'2015-09-30T16:59:30Z'
b'3765683174',b'33.7099035',b'-117.7658440',b'SJFriedl',b'2709708',b'1',b'34351388',b'2015-09-30T16:59:31Z'
b'3765691569',b'33.7069883',b'-117.7570696',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:19Z'
b'3765691579',b'33.7087786',b'-117.7722822',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691589',b'33.7095745',b'-117.7603723',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691599',b'33.7104304',b'-117.7699110',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691609',b'33.7111076',b'-117.7718696',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691619',b'33.7118643',b'-117.7653857',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691629',b'33.7124135',b'-117.7657543',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691639',b'33.7136912',b'-117.7673431',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765691649',b'33.7146753',b'-117.7693469',b'SJFriedl',b'2709708',b'1',b'34351419',b'2015-09-30T17:02:20Z'
b'3765819074',b'33.7130158',b'-117.7668313',b'SJFriedl',b'2709708',b'1',b'34352428',b'2015-09-30T18:00:33Z'
b'3765819084',b'33.7133838',b'-117.7663505',b'SJFriedl',b'2709708',b'1',b'34352428',b'2015-09-30T18:00:34Z'
b'3765820709',b'33.7137869',b'-117.7675548',b'SJFriedl',b'2709708',b'1',b'34352505',b'2015-09-30T18:03:30Z'
b'3765820939',b'33.7127454',b'-117.7654008',b'SJFriedl',b'2709708',b'1',b'34352455',b'2015-09-30T18:01:19Z'
b'3765822866',b'33.7119271',b'-117.7649624',b'SJFriedl',b'2709708',b'1',b'34352473',b'2015-09-30T18:02:01Z'
b'3765822908',b'33.7121988',b'-117.7698272',b'SJFriedl',b'2709708',b'1',b'34352542',b'2015-09-30T18:05:12Z'
b'3765822918',b'33.7127493',b'-117.7704757',b'SJFriedl',b'2709708',b'1',b'34352542',b'2015-09-30T18:05:13Z'
b'3765823385',b'33.7130261',b'-117.7672878',b'SJFriedl',b'2709708',b'1',b'34352488',b'2015-09-30T18:02:44Z'
b'3765823395',b'33.7137467',b'-117.7691653',b'SJFriedl',b'2709708',b'1',b'34352488',b'2015-09-30T18:02:44Z'
b'3765823768',b'33.7135438',b'-117.7693873',b'SJFriedl',b'2709708',b'1',b'34352499',b'2015-09-30T18:03:01Z'
b'3765823778',b'33.7133451',b'-117.7690805',b'SJFriedl',b'2709708',b'1',b'34352499',b'2015-09-30T18:03:02Z'
b'3765823809',b'33.7128970',b'-117.7695335',b'SJFriedl',b'2709708',b'1',b'34352551',b'2015-09-30T18:05:37Z'
b'3765823819',b'33.7123245',b'-117.7688566',b'SJFriedl',b'2709708',b'1',b'34352551',b'2015-09-30T18:05:37Z'
b'3765828182',b'33.7142434',b'-117.7686376',b'SJFriedl',b'2709708',b'1',b'34352527',b'2015-09-30T18:04:13Z'
b'3765828959',b'33.7138969',b'-117.7682277',b'happycat824',b'10729082',b'2',b'87233061',b'2020-06-27T18:34:21Z'
b'3765828997',b'33.7147009',b'-117.7682170',b'SJFriedl',b'2709708',b'1',b'34352562',b'2015-09-30T18:06:07Z'
b'3765841467',b'33.7107325',b'-117.7644703',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:01Z'
b'3765841485',b'33.7123015',b'-117.7665695',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:02Z'
b'3765841501',b'33.7128187',b'-117.7698113',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:02Z'
b'3765841515',b'33.7132262',b'-117.7680266',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:02Z'
b'3765841526',b'33.7133304',b'-117.7682290',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:02Z'
b'3765841540',b'33.7136516',b'-117.7686992',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:02Z'
b'3765841859',b'33.7145560',b'-117.7683662',b'SJFriedl',b'2709708',b'1',b'34352591',b'2015-09-30T18:07:03Z'
b'3765875569',b'33.7047276',b'-117.7571960',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:56Z'
b'3765875579',b'33.7051921',b'-117.7579410',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:56Z'
b'3765875589',b'33.7059689',b'-117.7600570',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:56Z'
b'3765875599',b'33.7071998',b'-117.7618248',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:56Z'
b'3765875609',b'33.7147594',b'-117.7747295',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:56Z'
b'3765875619',b'33.7152822',b'-117.7755523',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:56Z'
b'3765875629',b'33.7158494',b'-117.7730659',b'SJFriedl',b'2709708',b'1',b'34352943',b'2015-09-30T18:21:57Z'
b'3766089389',b'33.7118286',b'-117.7564381',b'SJFriedl',b'2709708',b'1',b'34354534',b'2015-09-30T19:38:56Z'
b'3766089399',b'33.7123261',b'-117.7571460',b'SJFriedl',b'2709708',b'1',b'34354534',b'2015-09-30T19:38:56Z'
b'3766089409',b'33.7128157',b'-117.7565341',b'SJFriedl',b'2709708',b'1',b'34354534',b'2015-09-30T19:38:56Z'
b'3766274483',b'33.7116951',b'-117.7625417',b'SJFriedl',b'2709708',b'1',b'34356803',b'2015-09-30T21:41:11Z'
b'3766276565',b'33.7100815',b'-117.7610063',b'SJFriedl',b'2709708',b'1',b'34356808',b'2015-09-30T21:41:36Z'
b'3766276575',b'33.7109538',b'-117.7608703',b'SJFriedl',b'2709708',b'1',b'34356808',b'2015-09-30T21:41:37Z'
b'3766276585',b'33.7098701',b'-117.7604157',b'SJFriedl',b'2709708',b'1',b'34356808',b'2015-09-30T21:41:41Z'
b'3766283141',b'33.7110550',b'-117.7616487',b'SJFriedl',b'2709708',b'1',b'34356820',b'2015-09-30T21:42:17Z'
b'3768264878',b'33.6396408',b'-117.7295572',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:17Z'
b'3768264889',b'33.6413269',b'-117.7306388',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:17Z'
b'3768264902',b'33.6423022',b'-117.7294516',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:17Z'
b'3768264929',b'33.6461171',b'-117.7243728',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:18Z'
b'3768264943',b'33.6466431',b'-117.7266623',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:18Z'
b'3768264960',b'33.6477276',b'-117.7254132',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:18Z'
b'3768265023',b'33.6539992',b'-117.7313254',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:19Z'
b'3768265036',b'33.6544961',b'-117.7297695',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:19Z'
b'3768265046',b'33.6548625',b'-117.7304345',b'SJFriedl',b'2709708',b'1',b'34379786',b'2015-10-02T00:14:20Z'
b'3768265915',b'33.6546059',b'-117.7257038',b'SJFriedl',b'2709708',b'1',b'34379803',b'2015-10-02T00:16:04Z'
b'3768271924',b'33.6355694',b'-117.7321296',b'SJFriedl',b'2709708',b'1',b'34379904',b'2015-10-02T00:30:06Z'
b'3768272566',b'33.6556681',b'-117.7324697',b'SJFriedl',b'2709708',b'1',b'34379904',b'2015-10-02T00:30:06Z'
b'3768272577',b'33.6575315',b'-117.7322279',b'SJFriedl',b'2709708',b'1',b'34379904',b'2015-10-02T00:30:06Z'
b'3768272587',b'33.6592922',b'-117.7319419',b'SJFriedl',b'2709708',b'1',b'34379904',b'2015-10-02T00:30:06Z'
b'3773759097',b'33.7302849',b'-117.8130111',b'SJFriedl',b'2709708',b'2',b'41695113',b'2016-08-25T17:47:44Z'
b'3781511107',b'33.6765277',b'-117.8604557',b'n76',b'318696',b'1',b'34560512',b'2015-10-11T00:28:11Z'
b'3793537933',b'33.6532886',b'-117.7668343',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:23Z'
b'3793537943',b'33.6535416',b'-117.7664016',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:23Z'
b'3793537953',b'33.6536241',b'-117.7676376',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:23Z'
b'3793656763',b'33.6536663',b'-117.7637025',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:23Z'
b'3793656773',b'33.6538525',b'-117.7660444',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:23Z'
b'3793656783',b'33.6538869',b'-117.7660661',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656793',b'33.6539136',b'-117.7659815',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656803',b'33.6539808',b'-117.7656166',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656813',b'33.6544740',b'-117.7691191',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656823',b'33.6545406',b'-117.7663682',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656833',b'33.6546319',b'-117.7689089',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656843',b'33.6547296',b'-117.7690294',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656853',b'33.6549015',b'-117.7671412',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:24Z'
b'3793656863',b'33.6551187',b'-117.7646637',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656873',b'33.6552781',b'-117.7644653',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656883',b'33.6553948',b'-117.7671301',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656893',b'33.6557395',b'-117.7671735',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656903',b'33.6559852',b'-117.7695062',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656913',b'33.6562285',b'-117.7691326',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656923',b'33.6563674',b'-117.7679121',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656933',b'33.6571182',b'-117.7690263',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:25Z'
b'3793656943',b'33.6573112',b'-117.7696515',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:26Z'
b'3793656953',b'33.6574295',b'-117.7691243',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:26Z'
b'3793656963',b'33.6575574',b'-117.7687370',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:26Z'
b'3793656973',b'33.6576481',b'-117.7706824',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:26Z'
b'3793656983',b'33.6578089',b'-117.7675913',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:26Z'
b'3793656993',b'33.6579658',b'-117.7703748',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:26Z'
b'3793657003',b'33.6580799',b'-117.7705919',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657013',b'33.6582011',b'-117.7674965',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657023',b'33.6582457',b'-117.7690951',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657033',b'33.6582932',b'-117.7678186',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657043',b'33.6584011',b'-117.7707941',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657053',b'33.6585156',b'-117.7690126',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657063',b'33.6585826',b'-117.7704185',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:27Z'
b'3793657073',b'33.6586643',b'-117.7694845',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657083',b'33.6587505',b'-117.7697710',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657093',b'33.6588225',b'-117.7686843',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657103',b'33.6588618',b'-117.7696963',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657113',b'33.6589400',b'-117.7703905',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657123',b'33.6590944',b'-117.7692207',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657133',b'33.6591664',b'-117.7692383',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:28Z'
b'3793657143',b'33.6593803',b'-117.7691768',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:29Z'
b'3793657153',b'33.6595089',b'-117.7686616',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:29Z'
b'3793657163',b'33.6598322',b'-117.7691727',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:29Z'
b'3793657173',b'33.6598874',b'-117.7691160',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:29Z'
b'3793657183',b'33.6603326',b'-117.7685481',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:29Z'
b'3793657193',b'33.6604761',b'-117.7690247',b'SJFriedl',b'2709708',b'1',b'34746508',b'2015-10-20T01:05:29Z'
b'3797573101',b'33.6473633',b'-117.7293751',b'SJFriedl',b'2709708',b'1',b'34790209',b'2015-10-21T23:58:24Z'
b'3797573111',b'33.6475018',b'-117.7291722',b'SJFriedl',b'2709708',b'1',b'34790209',b'2015-10-21T23:58:24Z'
b'3797573121',b'33.6475420',b'-117.7301180',b'SJFriedl',b'2709708',b'1',b'34790209',b'2015-10-21T23:58:24Z'
