b'id',b'lat',b'lon',b'user',b'uid',b'version',b'changeset',b'timestamp'
b'122683737',b'33.7165425',b'-117.8469928',b'SJFriedl',b'2709708',b'7',b'62502646',b'2018-09-11T21:31:06Z'
b'122685379',b'33.7037536',b'-117.8559472',b'Fluffy89502',b'10165657',b'6',b'77976722',b'2019-12-05T07:45:14Z'
b'122685424',b'33.7079490',b'-117.8486520',b'StellanL',b'28775',b'5',b'12825092',b'2012-08-22T21:01:00Z'
b'122685457',b'33.7140670',b'-117.8449528',b'SJFriedl',b'2709708',b'6',b'65564559',b'2018-12-17T22:02:35Z'
b'122686531',b'33.7139000',b'-117.8643418',b'SJFriedl',b'2709708',b'7',b'87855040',b'2020-07-11T14:15:54Z'
b'122686867',b'33.6910637',b'-117.8128004',b'masterxel',b'10452884',b'6',b'76876729',b'2019-11-10T18:48:44Z'
b'122687337',b'33.6403923',b'-117.8072003',b'kasbadri',b'10173449',b'6',b'79141194',b'2020-01-03T04:59:19Z'
b'122687973',b'33.6412325',b'-117.8100985',b'sggundl',b'10305809',b'7',b'79047561',b'2019-12-31T08:42:48Z'
b'122688423',b'33.7097113',b'-117.7947980',b'ponzu',b'101657',b'4',b'7970312',b'2011-04-26T01:21:35Z'
b'122689181',b'33.6663760',b'-117.8206836',b'Chris Bell in California',b'194231',b'6',b'12388405',b'2012-07-20T19:27:29Z'
b'122689275',b'33.7225042',b'-117.8739349',b'SJFriedl',b'2709708',b'6',b'63961421',b'2018-10-28T22:21:45Z'
b'122689656',b'33.7242951',b'-117.7477039',b'ponzu',b'101657',b'6',b'7875295',b'2011-04-16T05:34:31Z'
b'122690065',b'33.6950760',b'-117.8731788',b'jaiaka',b'10297541',b'6',b'79050186',b'2019-12-31T10:05:56Z'
b'122691434',b'33.6337980',b'-117.7980025',b'techlady',b'104962',b'5',b'5193181',b'2010-07-11T18:48:05Z'
b'122691594',b'33.6492271',b'-117.8232937',b'Christine_E',b'1707766',b'6',b'24894825',b'2014-08-20T19:56:21Z'
b'122693170',b'33.6998612',b'-117.7827953',b'sunilaak',b'10086280',b'6',b'79078814',b'2020-01-01T11:44:42Z'
b'122693600',b'33.6691547',b'-117.8013628',b'techlady',b'104962',b'4',b'5180374',b'2010-07-10T08:37:17Z'
b'122694722',b'33.6347010',b'-117.8113792',b'SJFriedl',b'2709708',b'6',b'40194075',b'2016-06-22T00:19:11Z'
b'122694904',b'33.6866104',b'-117.8037014',b'SJFriedl',b'2709708',b'5',b'34052145',b'2015-09-16T01:07:28Z'
b'122695223',b'33.7289669',b'-117.8688399',b'SJFriedl',b'2709708',b'7',b'62189253',b'2018-09-01T04:12:15Z'
b'122695621',b'33.6781424',b'-117.7964161',b'masterxel',b'10452884',b'7',b'76863296',b'2019-11-10T09:37:45Z'
b'122696334',b'33.6809313',b'-117.7930961',b'jumbanho',b'38487',b'5',b'12994939',b'2012-09-05T11:49:15Z'
b'122696727',b'33.7188742',b'-117.8165902',b'SJFriedl',b'2709708',b'7',b'41096792',b'2016-07-28T22:50:02Z'
b'122696819',b'33.6507088',b'-117.8150439',b'Evanator',b'451067',b'5',b'12425582',b'2012-07-22T05:03:19Z'
b'122696867',b'33.6541601',b'-117.8139611',b'Evanator',b'451067',b'5',b'12425582',b'2012-07-22T05:03:19Z'
b'122696906',b'33.6556310',b'-117.8090432',b'Evanator',b'451067',b'5',b'12425582',b'2012-07-22T05:03:20Z'
b'122697049',b'33.6981942',b'-117.8479139',b'StellanL',b'28775',b'5',b'12825092',b'2012-08-22T21:01:07Z'
b'122697069',b'33.6864526',b'-117.8499661',b'SJFriedl',b'2709708',b'6',b'38513768',b'2016-04-13T00:36:42Z'
b'122697329',b'33.6309802',b'-117.8090963',b'SJFriedl',b'2709708',b'9',b'40194075',b'2016-06-22T00:19:11Z'
b'122697379',b'33.7162559',b'-117.7659484',b'SJFriedl',b'2709708',b'5',b'35952779',b'2015-12-14T19:24:46Z'
b'122698155',b'33.6748278',b'-117.7721638',b'rickmastfan67',b'252811',b'12',b'21922773',b'2014-04-25T05:22:52Z'
b'122699014',b'33.7249562',b'-117.8188456',b'Sundance',b'239998',b'4',b'5055593',b'2010-06-22T23:23:49Z'
b'122699528',b'33.6256765',b'-117.8558297',b'sandchi',b'10145793',b'8',b'79046644',b'2019-12-31T08:17:35Z'
b'122700119',b'33.6927249',b'-117.7872644',b'ponzu',b'101657',b'4',b'7990397',b'2011-04-28T00:01:06Z'
b'122700926',b'33.6588675',b'-117.8241981',b'mansipan',b'10127780',b'7',b'79138616',b'2020-01-03T03:23:10Z'
b'122701173',b'33.6940830',b'-117.8571479',b'SJFriedl',b'2709708',b'6',b'40003808',b'2016-06-13T21:51:27Z'
b'122701736',b'33.7302380',b'-117.7957395',b'SJFriedl',b'2709708',b'4',b'44653431',b'2016-12-24T23:15:10Z'
b'122702299',b'33.6916902',b'-117.7859991',b'ponzu',b'101657',b'4',b'7990397',b'2011-04-28T00:01:16Z'
b'122702956',b'33.7199772',b'-117.7553085',b'pravallg',b'10457692',b'8',b'79007449',b'2019-12-30T09:51:33Z'
b'122702992',b'33.7058579',b'-117.7721549',b'Fluffy89502',b'10165657',b'4',b'76427666',b'2019-10-31T05:02:06Z'
b'122703019',b'33.6916102',b'-117.7829141',b'Fluffy89502',b'10165657',b'7',b'76632191',b'2019-11-05T08:37:57Z'
b'122703413',b'33.6682000',b'-117.7801947',b'SJFriedl',b'2709708',b'6',b'36019987',b'2015-12-17T23:57:20Z'
b'122703480',b'33.7178130',b'-117.8597858',b'SJFriedl',b'2709708',b'8',b'62189253',b'2018-09-01T04:12:15Z'
b'122703821',b'33.7290591',b'-117.7574030',b'Fluffy89502',b'10165657',b'16',b'75682195',b'2019-10-14T17:58:14Z'
b'122703998',b'33.7285516',b'-117.7655690',b'SJFriedl',b'2709708',b'6',b'31667292',b'2015-06-02T15:23:42Z'
b'122704489',b'33.7236897',b'-117.8066154',b'SJFriedl',b'2709708',b'7',b'41676653',b'2016-08-25T00:21:18Z'
b'122704697',b'33.7114004',b'-117.7943868',b'SJFriedl',b'2709708',b'5',b'35062147',b'2015-11-03T18:19:41Z'
b'122704841',b'33.7053053',b'-117.7734395',b'SJFriedl',b'2709708',b'4',b'35936541',b'2015-12-14T01:42:28Z'
b'122705697',b'33.6408084',b'-117.8178573',b'SJFriedl',b'2709708',b'6',b'40194075',b'2016-06-22T00:19:11Z'
b'122705755',b'33.6752914',b'-117.7860645',b'ponzu',b'101657',b'3',b'8267773',b'2011-05-27T23:58:24Z'
b'122706750',b'33.6822651',b'-117.8780187',b'Fluffy89502',b'10165657',b'9',b'81794204',b'2020-03-04T22:11:23Z'
b'122706840',b'33.7345573',b'-117.7978196',b'SJFriedl',b'2709708',b'4',b'30841969',b'2015-05-06T13:01:56Z'
b'122706868',b'33.7322643',b'-117.8013876',b'SJFriedl',b'2709708',b'6',b'39189407',b'2016-05-08T20:48:45Z'
b'122706913',b'33.7309494',b'-117.8044760',b'SJFriedl',b'2709708',b'5',b'39189407',b'2016-05-08T20:48:45Z'
b'122707172',b'33.7271530',b'-117.8266105',b'SJFriedl',b'2709708',b'6',b'37805705',b'2016-03-13T18:56:53Z'
b'122707722',b'33.6365197',b'-117.8217643',b'SJFriedl',b'2709708',b'5',b'40194075',b'2016-06-22T00:19:11Z'
b'122707844',b'33.7125477',b'-117.7705674',b'SJFriedl',b'2709708',b'3',b'34351419',b'2015-09-30T17:02:27Z'
b'122708579',b'33.6480871',b'-117.8065354',b'Chris Bell in California',b'194231',b'6',b'12441513',b'2012-07-22T23:29:22Z'
b'122708630',b'33.6449454',b'-117.8032838',b'arpremna',b'8446886',b'7',b'63754517',b'2018-10-22T10:49:51Z'
b'122708666',b'33.6182789',b'-117.8522611',b'ToeBee',b'262151',b'5',b'12443128',b'2012-07-23T03:13:24Z'
b'122709048',b'33.6951583',b'-117.7928014',b'ponzu',b'101657',b'4',b'7990397',b'2011-04-28T00:01:21Z'
b'122709094',b'33.6873166',b'-117.7828799',b'ponzu',b'101657',b'6',b'8167579',b'2011-05-16T23:39:02Z'
b'122709151',b'33.7011388',b'-117.7987536',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:29Z'
b'122709196',b'33.7009366',b'-117.8010308',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:29Z'
b'122709226',b'33.7007809',b'-117.7988423',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:30Z'
b'122709290',b'33.7008854',b'-117.7987243',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:30Z'
b'122709345',b'33.7009023',b'-117.8000919',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:31Z'
b'122709391',b'33.6998754',b'-117.8011353',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:31Z'
b'122709929',b'33.6811271',b'-117.7822648',b'SJFriedl',b'2709708',b'6',b'37065369',b'2016-02-07T18:38:06Z'
b'122710391',b'33.6887976',b'-117.7914262',b'ponzu',b'101657',b'4',b'7990422',b'2011-04-28T00:10:50Z'
b'122710993',b'33.7047652',b'-117.7613615',b'SJFriedl',b'2709708',b'4',b'31022092',b'2015-05-12T00:30:11Z'
b'122711956',b'33.6551770',b'-117.8671574',b'Aaron Lidman',b'53073',b'6',b'16327020',b'2013-05-28T17:34:56Z'
b'122712483',b'33.6967075',b'-117.8783763',b'ivansanchez',b'5265',b'5',b'13679530',b'2012-10-29T21:25:21Z'
b'122713018',b'33.6891523',b'-117.7744353',b'SJFriedl',b'2709708',b'5',b'37029521',b'2016-02-05T21:48:05Z'
b'122713302',b'33.7299052',b'-117.8049012',b'SJFriedl',b'2709708',b'7',b'39189407',b'2016-05-08T20:48:45Z'
b'122713386',b'33.7155283',b'-117.7633883',b'ponzu',b'101657',b'4',b'7902499',b'2011-04-18T23:50:34Z'
b'122713525',b'33.6924617',b'-117.8471119',b'StellanL',b'28775',b'5',b'12825092',b'2012-08-22T21:01:08Z'
b'122715152',b'33.7138388',b'-117.8262936',b'Grayfox88',b'6869539',b'10',b'54351288',b'2017-12-05T02:25:57Z'
b'122715519',b'33.7055186',b'-117.8479464',b'payelgh',b'8683377',b'6',b'79010731',b'2019-12-30T11:22:15Z'
b'122715769',b'33.7051891',b'-117.7689685',b'ponzu',b'101657',b'3',b'8108034',b'2011-05-11T01:08:11Z'
b'122716712',b'33.7206850',b'-117.8181231',b'SJFriedl',b'2709708',b'4',b'29145051',b'2015-02-27T21:31:31Z'
b'122717983',b'33.6820895',b'-117.8263220',b'arosalon',b'10159527',b'6',b'79049623',b'2019-12-31T09:50:01Z'
b'122718058',b'33.6244167',b'-117.7387308',b'woodpeck_fixbot',b'147510',b'3',b'3347265',b'2009-12-11T09:03:01Z'
b'122718341',b'33.7216228',b'-117.8765999',b'SJFriedl',b'2709708',b'7',b'62189253',b'2018-09-01T04:12:15Z'
b'122718422',b'33.6322202',b'-117.8175358',b'techlady',b'104962',b'4',b'5191846',b'2010-07-11T16:56:14Z'
b'122718640',b'33.7258165',b'-117.8222431',b'SJFriedl',b'2709708',b'6',b'87947296',b'2020-07-14T01:42:56Z'
b'122719177',b'33.6491511',b'-117.8065318',b'arpremna',b'8446886',b'8',b'63754517',b'2018-10-22T10:49:51Z'
b'122720031',b'33.6673144',b'-117.8233045',b'bmmh',b'10192124',b'7',b'79332335',b'2020-01-08T09:38:55Z'
b'122720991',b'33.6155105',b'-117.7457388',b'pravallg',b'10457692',b'4',b'79046199',b'2019-12-31T08:05:38Z'
b'122721737',b'33.7224292',b'-117.8652435',b'SJFriedl',b'2709708',b'7',b'62189253',b'2018-09-01T04:12:16Z'
b'122722752',b'33.6865962',b'-117.8249749',b'shadty',b'8407158',b'7',b'79689006',b'2020-01-17T09:35:45Z'
b'122723551',b'33.7124248',b'-117.7937729',b'woodpeck_fixbot',b'147510',b'3',b'3347265',b'2009-12-11T09:04:06Z'
b'122723714',b'33.6499601',b'-117.8071357',b'Chris Bell in California',b'194231',b'6',b'12441513',b'2012-07-22T23:29:24Z'
b'122724450',b'33.6340287',b'-117.8022373',b'Chris Bell in California',b'194231',b'8',b'12441513',b'2012-07-22T23:29:24Z'
b'122724479',b'33.6334318',b'-117.7996011',b'techlady',b'104962',b'5',b'5193181',b'2010-07-11T18:48:05Z'
b'122724876',b'33.6972916',b'-117.7858004',b'SJFriedl',b'2709708',b'6',b'37842512',b'2016-03-15T13:05:19Z'
b'122726575',b'33.6170481',b'-117.7447211',b'pravallg',b'10457692',b'5',b'79046199',b'2019-12-31T08:05:38Z'
b'122727662',b'33.6402019',b'-117.8092933',b'pbobbili',b'10480278',b'7',b'79139380',b'2020-01-03T03:51:27Z'
b'122729171',b'33.6879594',b'-117.7741638',b'SJFriedl',b'2709708',b'6',b'37029521',b'2016-02-05T21:48:05Z'
b'122729434',b'33.6948952',b'-117.8299230',b'Aaron Lidman',b'53073',b'6',b'15561321',b'2013-04-01T01:19:47Z'
b'122730153',b'33.6391600',b'-117.8418726',b'Chris Bell in California',b'194231',b'5',b'12441513',b'2012-07-22T23:29:25Z'
b'122730653',b'33.6718877',b'-117.8221681',b'SJFriedl',b'2709708',b'7',b'38440515',b'2016-04-09T23:32:57Z'
b'122731012',b'33.7291077',b'-117.8311489',b'Sundance',b'239998',b'5',b'5055593',b'2010-06-22T23:22:46Z'
b'122731492',b'33.6291388',b'-117.7408254',b'Aaron Lidman',b'53073',b'4',b'74686793',b'2019-09-19T17:16:00Z'
b'122732806',b'33.6236592',b'-117.7372889',b'woodpeck_fixbot',b'147510',b'3',b'3562701',b'2010-01-07T15:43:49Z'
b'122733219',b'33.6515336',b'-117.8426923',b'Aaron Lidman',b'53073',b'8',b'16305053',b'2013-05-27T05:59:31Z'
b'122733284',b'33.6460243',b'-117.8344868',b'Aaron Lidman',b'53073',b'7',b'15890111',b'2013-04-28T01:26:43Z'
b'122734222',b'33.6482449',b'-117.8006305',b'techlady',b'104962',b'5',b'5200933',b'2010-07-12T17:58:26Z'
b'122734478',b'33.6588756',b'-117.8321384',b'jumbanho',b'38487',b'5',b'12397278',b'2012-07-21T00:40:20Z'
b'122734595',b'33.6525336',b'-117.8202736',b'Evanator',b'451067',b'5',b'12425252',b'2012-07-22T04:47:46Z'
b'122734625',b'33.6539324',b'-117.8173658',b'Evanator',b'451067',b'5',b'12425252',b'2012-07-22T04:49:26Z'
b'122735904',b'33.7057291',b'-117.7973902',b'SJFriedl',b'2709708',b'5',b'35093845',b'2015-11-05T04:31:55Z'
b'122736541',b'33.7286733',b'-117.8057842',b'Aaron Lidman',b'53073',b'5',b'16301005',b'2013-05-26T20:43:33Z'
b'122736593',b'33.7219950',b'-117.7919020',b'Sundance',b'239998',b'5',b'5020429',b'2010-06-19T00:15:47Z'
b'122736682',b'33.6894833',b'-117.7867964',b'ponzu',b'101657',b'4',b'7990422',b'2011-04-28T00:10:56Z'
b'122737459',b'33.6641597',b'-117.8649455',b'Rockear',b'725620',b'5',b'12696434',b'2012-08-11T22:08:31Z'
b'122738091',b'33.6790278',b'-117.7810711',b'Aaron Lidman',b'53073',b'5',b'15544655',b'2013-03-29T22:43:17Z'
b'122738454',b'33.6469172',b'-117.8459758',b'Aaron Lidman',b'53073',b'8',b'16305053',b'2013-05-27T05:59:31Z'
b'122738542',b'33.6445347',b'-117.7989800',b'Chris Bell in California',b'194231',b'7',b'12441513',b'2012-07-22T23:29:26Z'
b'122738659',b'33.6451084',b'-117.8127944',b'Chris Bell in California',b'194231',b'7',b'12441513',b'2012-07-22T23:29:26Z'
b'122738686',b'33.6476097',b'-117.8149092',b'Chris Bell in California',b'194231',b'7',b'12441513',b'2012-07-22T23:29:27Z'
b'122739176',b'33.6885361',b'-117.8074351',b'ponzu',b'101657',b'5',b'7451129',b'2011-03-04T00:46:50Z'
b'122739309',b'33.7273144',b'-117.8006081',b'FTA',b'652301',b'7',b'64342100',b'2018-11-09T23:32:08Z'
b'122739350',b'33.7271246',b'-117.8007455',b'The Temecula Mapper',b'313196',b'6',b'12494892',b'2012-07-26T07:07:27Z'
b'122739710',b'33.6185136',b'-117.7433820',b'ediyes',b'1240849',b'4',b'31828540',b'2015-06-08T20:30:15Z'
b'122740790',b'33.6626057',b'-117.7844945',b'SJFriedl',b'2709708',b'4',b'35979412',b'2015-12-16T02:56:58Z'
b'122741416',b'33.7096138',b'-117.8774053',b'karitotp',b'2748195',b'6',b'37675141',b'2016-03-07T21:37:23Z'
b'122741860',b'33.6344293',b'-117.8243235',b'SJFriedl',b'2709708',b'6',b'40194075',b'2016-06-22T00:19:11Z'
b'122741964',b'33.6907690',b'-117.7856134',b'ponzu',b'101657',b'4',b'7990397',b'2011-04-28T00:01:14Z'
b'122742290',b'33.6678858',b'-117.7822217',b'SJFriedl',b'2709708',b'5',b'36019987',b'2015-12-17T23:57:20Z'
b'122742825',b'33.7103937',b'-117.7733855',b'calfarome',b'2511706',b'5',b'38154759',b'2016-03-29T23:10:31Z'
b'122743259',b'33.7105523',b'-117.7950509',b'dhaird',b'9196096',b'5',b'79494868',b'2020-01-13T03:52:49Z'
b'122743812',b'33.7246735',b'-117.8121013',b'SJFriedl',b'2709708',b'4',b'37805705',b'2016-03-13T18:56:54Z'
b'122744278',b'33.7191905',b'-117.7533839',b'ponzu',b'101657',b'4',b'7866709',b'2011-04-15T05:24:21Z'
b'122745691',b'33.6838571',b'-117.7932280',b'Aaron Lidman',b'53073',b'4',b'11702988',b'2012-05-26T00:02:29Z'
b'122746017',b'33.6416661',b'-117.8627642',b'Rockear',b'725620',b'5',b'12480591',b'2012-07-25T04:26:39Z'
b'122746651',b'33.6924965',b'-117.8243499',b'OSMF Redaction Account',b'722137',b'8',b'12304947',b'2012-07-19T02:20:03Z'
b'122746963',b'33.6915752',b'-117.7703246',b'happy5214',b'199837',b'5',b'12497312',b'2012-07-26T10:29:45Z'
b'122747026',b'33.6417028',b'-117.8482547',b'DavidKewley',b'4179946',b'8',b'47582261',b'2017-04-09T01:21:09Z'
b'122747049',b'33.6421209',b'-117.8431324',b'DavidKewley',b'4179946',b'7',b'47582261',b'2017-04-09T01:21:09Z'
b'122747085',b'33.6425316',b'-117.8377229',b'DavidKewley',b'4179946',b'9',b'47582261',b'2017-04-09T01:21:09Z'
b'122747512',b'33.6509975',b'-117.8266673',b'Christine_E',b'1707766',b'8',b'86591429',b'2020-06-13T06:42:43Z'
b'122747675',b'33.6935396',b'-117.8032028',b'Christine_E',b'1707766',b'5',b'26136890',b'2014-10-17T04:20:47Z'
b'122747731',b'33.6511257',b'-117.7535593',b'SJFriedl',b'2709708',b'6',b'31822062',b'2015-06-08T17:11:16Z'
b'122748411',b'33.6718800',b'-117.8268119',b'SJFriedl',b'2709708',b'7',b'38440515',b'2016-04-09T23:32:57Z'
b'122748451',b'33.6385011',b'-117.8124048',b'Fluffy89502',b'10165657',b'7',b'82276287',b'2020-03-16T22:52:08Z'
b'122748999',b'33.7255281',b'-117.7865601',b'The Temecula Mapper',b'313196',b'5',b'12494293',b'2012-07-26T04:13:47Z'
b'122749633',b'33.7246509',b'-117.8765815',b'SJFriedl',b'2709708',b'7',b'63961421',b'2018-10-28T22:21:45Z'
b'122749664',b'33.6999233',b'-117.8769364',b'FTA',b'652301',b'6',b'64313182',b'2018-11-09T04:00:40Z'
b'122750395',b'33.7210749',b'-117.7603336',b'SJFriedl',b'2709708',b'5',b'30828123',b'2015-05-06T02:14:20Z'
b'122750872',b'33.7229852',b'-117.7489173',b'shadty',b'8407158',b'5',b'79496005',b'2020-01-13T04:32:05Z'
b'122751648',b'33.6892624',b'-117.7890267',b'ponzu',b'101657',b'4',b'7990422',b'2011-04-28T00:10:52Z'
b'122752239',b'33.6398936',b'-117.8086278',b'boddushr',b'10297538',b'7',b'79155618',b'2020-01-03T12:47:32Z'
b'122752267',b'33.6389656',b'-117.8055926',b'boddushr',b'10297538',b'7',b'79155618',b'2020-01-03T12:47:32Z'
b'122752328',b'33.6447259',b'-117.8010864',b'techlady',b'104962',b'5',b'5200933',b'2010-07-12T17:58:56Z'
b'122752662',b'33.6245046',b'-117.8690141',b'RichRico',b'2219338',b'4',b'31728917',b'2015-06-04T19:28:50Z'
b'122752978',b'33.7312616',b'-117.8228721',b'SJFriedl',b'2709708',b'5',b'37804564',b'2016-03-13T17:53:07Z'
b'122753466',b'33.6665025',b'-117.7798649',b'pbudhara',b'10327364',b'7',b'79078365',b'2020-01-01T11:19:31Z'
b'122755005',b'33.7292623',b'-117.8220299',b'SJFriedl',b'2709708',b'5',b'37805705',b'2016-03-13T18:56:54Z'
b'122755524',b'33.6976276',b'-117.8665608',b'yurasi',b'3526564',b'7',b'46319933',b'2017-02-22T21:24:34Z'
b'122756382',b'33.7104918',b'-117.8731890',b'dchiles',b'153669',b'5',b'13300770',b'2012-09-29T18:58:58Z'
b'122757792',b'33.6820708',b'-117.7988606',b'SJFriedl',b'2709708',b'5',b'34052145',b'2015-09-16T01:07:28Z'
b'122758316',b'33.6213553',b'-117.7349709',b'gujelapg',b'10271435',b'5',b'79097586',b'2020-01-02T03:44:06Z'
b'122759518',b'33.7095390',b'-117.7766675',b'SJFriedl',b'2709708',b'5',b'35936541',b'2015-12-14T01:42:28Z'
b'122759727',b'33.6774950',b'-117.7929495',b'SJFriedl',b'2709708',b'7',b'34052145',b'2015-09-16T01:07:29Z'
b'122760634',b'33.6902374',b'-117.8304684',b'rivermont',b'4085780',b'7',b'76223223',b'2019-10-25T18:04:17Z'
b'122760880',b'33.6320999',b'-117.8116445',b'SJFriedl',b'2709708',b'8',b'40194075',b'2016-06-22T00:19:12Z'
b'122761181',b'33.6343940',b'-117.8063322',b'nairnidh',b'10145807',b'10',b'79047270',b'2019-12-31T08:34:34Z'
b'122761232',b'33.7288055',b'-117.8595983',b'SJFriedl',b'2709708',b'5',b'63964229',b'2018-10-29T02:38:48Z'
b'122762418',b'33.6350028',b'-117.8115732',b'techlady',b'104962',b'6',b'5191846',b'2010-07-11T17:52:16Z'
b'122762966',b'33.7006778',b'-117.7893677',b'jerjozwik',b'36489',b'3',b'4633242',b'2010-05-07T19:45:41Z'
b'122763360',b'33.6870133',b'-117.8185494',b'Aaron Lidman',b'53073',b'7',b'15531207',b'2013-03-28T22:27:06Z'
b'122764262',b'33.7052341',b'-117.8721267',b'ivansanchez',b'5265',b'5',b'13679530',b'2012-10-29T21:25:22Z'
b'122765058',b'33.6813295',b'-117.8232096',b'Adam Martin',b'1539368',b'6',b'89104384',b'2020-08-07T17:59:58Z'
b'122765094',b'33.6545245',b'-117.8145090',b'Evanator',b'451067',b'5',b'12425582',b'2012-07-22T05:03:20Z'
b'122765759',b'33.6787388',b'-117.7895256',b'SJFriedl',b'2709708',b'6',b'34052145',b'2015-09-16T01:07:29Z'
b'122766353',b'33.7256489',b'-117.8111517',b'SJFriedl',b'2709708',b'5',b'37805705',b'2016-03-13T18:56:54Z'
b'122766541',b'33.7071768',b'-117.7687380',b'SJFriedl',b'2709708',b'4',b'31022092',b'2015-05-12T00:30:11Z'
b'122766942',b'33.7326860',b'-117.8744859',b'SJFriedl',b'2709708',b'8',b'63963249',b'2018-10-29T01:25:31Z'
b'122768150',b'33.6363243',b'-117.8009375',b'techlady',b'104962',b'6',b'5193305',b'2010-07-11T19:05:26Z'
b'122769166',b'33.6658584',b'-117.7781844',b'SJFriedl',b'2709708',b'4',b'36020448',b'2015-12-18T01:12:35Z'
b'122769296',b'33.7015547',b'-117.7984589',b'ponzu',b'101657',b'4',b'7980889',b'2011-04-27T01:01:32Z'
b'122769641',b'33.6446714',b'-117.8638276',b'DannyAiquipa',b'2226712',b'6',b'31872649',b'2015-06-10T14:51:42Z'
b'122770772',b'33.6723939',b'-117.8021534',b'SJFriedl',b'2709708',b'5',b'34052145',b'2015-09-16T01:07:29Z'
b'122771857',b'33.7265490',b'-117.8135180',b'SJFriedl',b'2709708',b'4',b'37805705',b'2016-03-13T18:56:54Z'
b'122772823',b'33.7233992',b'-117.7502152',b'SJFriedl',b'2709708',b'7',b'30858901',b'2015-05-07T01:15:48Z'
b'122772905',b'33.7051317',b'-117.7599450',b'adhya1',b'10173443',b'5',b'79050995',b'2019-12-31T10:26:06Z'
b'122775145',b'33.7069881',b'-117.7819244',b'SJFriedl',b'2709708',b'5',b'35450695',b'2015-11-20T00:22:56Z'
b'122776515',b'33.6398127',b'-117.8647065',b'vsahith',b'9196087',b'7',b'79404017',b'2020-01-10T06:10:55Z'
b'122777214',b'33.6826597',b'-117.8274319',b'jumbanho',b'38487',b'5',b'12419412',b'2012-07-21T20:24:35Z'
b'122777342',b'33.7114511',b'-117.8623538',b'SJFriedl',b'2709708',b'6',b'31988812',b'2015-06-15T17:22:38Z'
b'122777404',b'33.7224056',b'-117.8624031',b'SJFriedl',b'2709708',b'8',b'62189253',b'2018-09-01T04:12:17Z'
b'122777595',b'33.7160107',b'-117.8642033',b'Timothy Smith',b'115918',b'8',b'28538499',b'2015-02-01T07:00:22Z'
b'122777637',b'33.7159061',b'-117.8506016',b'FTA',b'652301',b'10',b'64341853',b'2018-11-09T23:19:05Z'
b'122777981',b'33.7208359',b'-117.7580993',b'SJFriedl',b'2709708',b'6',b'30828123',b'2015-05-06T02:14:20Z'
b'122778022',b'33.6941577',b'-117.8006332',b'Christine_E',b'1707766',b'5',b'26136890',b'2014-10-17T04:20:47Z'
b'122778124',b'33.6371877',b'-117.8749317',b'devratc',b'10480269',b'5',b'79047324',b'2019-12-31T08:35:59Z'
b'122778568',b'33.6336125',b'-117.8119091',b'SJFriedl',b'2709708',b'6',b'40194075',b'2016-06-22T00:19:12Z'
b'122778722',b'33.7257010',b'-117.8564607',b'SJFriedl',b'2709708',b'7',b'63738983',b'2018-10-21T21:35:32Z'
b'122778935',b'33.7197804',b'-117.7663538',b'SJFriedl',b'2709708',b'6',b'30828123',b'2015-05-06T02:14:20Z'
b'122779947',b'33.6459126',b'-117.8291629',b'_Mathieu_',b'53964',b'7',b'33552906',b'2015-08-24T17:40:25Z'
b'122779987',b'33.6355842',b'-117.8444132',b'Zartbitter',b'40397',b'4',b'7985434',b'2011-04-27T14:09:29Z'
